ConocoPhillips,$131.18 B,United States of America
COP

Honeywell,$130.84 B,United States of America
HON

Goldman Sachs,$127.52 B,United States of America
GS

Schneider Electric,$126.80 B,France
SU.PA

United Parcel Service,$126.72 B,United States of America
UPS

Unilever,$126.67 B,United Kingdom
UL

Airbus,$126.12 B,Netherlands
AIR.PA

Commonwealth Bank,$126.09 B,Australia
CBA.AX

Anheuser-Busch Inbev,$125.74 B,Belgium
BUD

Prologis,$123.20 B,United States of America
PLD

Boeing,$122.53 B,United States of America
BA

Booking Holdings (Booking.com),$122.32 B,United States of America
BKNG

Sanofi,$121.78 B,France
SNY

Lam Research,$121.72 B,United States of America
LRCX

BlackRock,$120.81 B,United States of America
BLK

AT&T,$120.12 B,United States of America
T

Elevance Health,$119.61 B,United States of America
ELV

Raytheon Technologies,$119.42 B,United States of America
RTX

Deutsche Telekom,$119.13 B,Germany
DTE.DE

Mitsubishi UFJ Financial,$118.63 B,Japan
MUFG

Charles Schwab,$117.44 B,United States of America
SCHW

Nextera Energy,$116.53 B,United States of America
NEE

Medtronic,$113.91 B,Ireland
MDT

Eaton,$113.77 B,Ireland
ETN

TJX Companies,$113.26 B,United States of America
TJX

CM Bank,$113.16 B,China
3968.HK

Petrobras,$112.76 B,Brazil
PBR

Tokyo Electron,$112.55 B,Japan
8035.T

Keyence,$112.12 B,Japan
6861.T

Progressive,$112.04 B,United States of America
PGR

Vertex Pharmaceuticals,$111.10 B,United States of America
VRTX

Sony,$108.93 B,Japan
SONY

Toronto Dominion Bank,$108.40 B,Canada
TD

Starbucks,$108.26 B,United States of America
SBUX

Regeneron Pharmaceuticals,$107.69 B,United States of America
REGN

Air Liquide,$107.32 B,France
AI.PA

Rio Tinto,$107.05 B,United Kingdom
RIO

Citigroup,$106.44 B,United States of America
C

Automatic Data Processing,$105.10 B,United States of America
ADP

China Shenhua Energy,$104.97 B,China
601088.SS

Allianz,$104.53 B,Germany
ALV.DE

Bristol-Myers Squibb,$104.46 B,United States of America
BMY

Chubb,$104.44 B,Switzerland
CB

Lockheed Martin,$104.17 B,United States of America
LMT

CNOOC,$103.60 B,China
0883.HK

Deere & Company,$102.10 B,United States of America
DE

NTT (Nippon Telegraph & Telephone),$101.92 B,Japan
NPPXF

Ping An Insurance,$101.51 B,China
601318.SS

China Life Insurance,$101.01 B,China
601628.SS

Cigna,$100.69 B,United States of America
CI

BP,$100.61 B,United Kingdom
BP

Marsh & McLennan Companies,$100.12 B,United States of America
MMC

Mondelez,$99.61 B,United States of America
MDLZ

Boston Scientific,$98.29 B,United States of America
BSX

Shopify,$98.13 B,Canada
SHOP

CATL,$98.13 B,China
300750.SZ

Sinopec,$98.04 B,China
600028.SS

Airbnb,$97.37 B,United States of America
ABNB

CVS Health,$97.15 B,United States of America
CVS

Al Rajhi Bank,$96.78 B,Saudi Arabia
1120.SR

TAQA,$96.12 B,United Arab Emirates
TAQA.AE

EssilorLuxottica,$95.09 B,France
EL.PA

Micron Technology,$94.93 B,United States of America
MU

Analog Devices,$94.27 B,United States of America
ADI

AIA,$93.54 B,Hong Kong
1299.HK

Compagnie Financière Richemont,$91.77 B,Switzerland
CFR.SW

Gilead Sciences,$91.64 B,United States of America
GILD

Palo Alto Networks,$91.14 B,United States of America
PANW

Fiserv,$90.48 B,United States of America
FI

CSL,$90.46 B,Australia
CSL.AX

KLA,$90.44 B,United States of America
KLAC

Blackstone Group,$90.32 B,United States of America
BX

Zoetis,$90.29 B,United States of America
ZTS

UBS,$90.12 B,Switzerland
UBS

ICICI Bank,$89.93 B,India
IBN

Mitsubishi Corporation,$89.23 B,Japan
8058.T

American Tower,$88.53 B,United States of America
AMT

Fast Retailing,$88.21 B,Japan
9983.T

Synopsys,$87.81 B,United States of America
SNPS

China Yangtze Power,$87.36 B,China
600900.SS

Safran,$86.23 B,France
SAF.PA

SoftBank,$85.74 B,Japan
9984.T

GlaxoSmithKline,$85.66 B,United Kingdom
GSK

KKR & Co.,$85.15 B,United States of America
KKR

Diageo,$85.04 B,United Kingdom
DEO

Canadian National Railway,$84.57 B,Canada
CNI

ABB,$84.32 B,Switzerland
ABBN.SW

Infosys,$83.75 B,India
INFY

Arista Networks,$83.67 B,United States of America
ANET

Shin-Etsu Chemical,$83.67 B,Japan
4063.T

RELX,$83.67 B,United Kingdom
RELX

Waste Management,$83.55 B,United States of America
WM

SK Hynix,$83.51 B,South Korea
000660.KS

Equinix,$83.48 B,United States of America
EQIX

HCA Healthcare,$83.41 B,United States of America
HCA

Mercedes-Benz,$83.01 B,Germany
MBG.DE

Cadence Design Systems,$82.63 B,United States of America
CDNS

MercadoLibre,$82.60 B,Argentina
MELI

Sherwin-Williams,$81.94 B,United States of America
SHW

State Bank of India,$81.77 B,India
SBIN.NS

Porsche,$81.52 B,Germany
P911.DE

Life Insurance Corporation of India (LIC),$81.40 B,India
LICI.NS

Atlas Copco,$81.10 B,Sweden
ATCO-B.ST

Canadian Pacific Railway,$80.76 B,Canada
CP

Workday,$80.44 B,United States of America
WDAY

Bharti Airtel,$80.15 B,India
BHARTIARTL.NS

Stellantis,$80.14 B,Netherlands
STLA

Hitachi,$79.36 B,Japan
6501.T

Intercontinental Exchange,$79.23 B,United States of America
ICE

AXA,$78.75 B,France
CS.PA

CME Group,$78.46 B,United States of America
CME

Illinois Tool Works,$77.72 B,United States of America
ITW

Bank Central Asia,$77.69 B,Indonesia
BBCA.JK

Zurich Insurance Group,$76.95 B,Switzerland
ZURN.SW

Wuliangye Yibin,$76.45 B,China
000858.SZ

BMW,$76.15 B,Germany
BMW.DE

Investor AB,$76.14 B,Sweden
INVE-B.ST

Snowflake,$75.40 B,United States of America
SNOW

CSX Corporation,$75.09 B,United States of America
CSX

General Dynamics,$75.00 B,United States of America
GD

Ferrari,$74.98 B,Italy
RACE

Merck KGaA,$74.83 B,Germany
MRK.DE

CrowdStrike,$74.80 B,United States of America
CRWD

Equinor,$74.22 B,Norway
EQNR

Enbridge,$74.09 B,Canada
ENB

Southern Company,$73.78 B,United States of America
SO

Marriott International,$72.79 B,United States of America
MAR

China Telecom,$72.71 B,China
0728.HK

Chipotle Mexican Grill,$72.57 B,United States of America
CMG

Volkswagen,$72.54 B,Germany
VOW3.DE

Altria Group,$72.53 B,United States of America
MO

Vinci,$72.14 B,France
DG.PA

BYD,$72.02 B,China
002594.SZ

Iberdrola,$71.84 B,Spain
IBE.MC

Thomson Reuters,$71.75 B,Canada
TRI

Duke Energy,$71.46 B,United States of America
DUK

Sumitomo Mitsui Financial Group,$71.25 B,Japan
SMFG

Becton Dickinson,$71.12 B,United States of America
BDX

Canadian Natural Resources,$71.12 B,Canada
CNQ

Colgate-Palmolive,$70.99 B,United States of America
CL

Walmex,$70.96 B,Mexico
WMMVF

LG Energy Solution,$70.73 B,South Korea
373220.KS

Moody's,$70.16 B,United States of America
MCO

NetEase,$70.07 B,China
NTES

BNP Paribas,$70.04 B,France
BNP.PA

Target,$69.93 B,United States of America
TGT

Schlumberger,$69.66 B,United States of America
SLB

National Australia Bank,$69.35 B,Australia
NAB.AX

Northrop Grumman,$69.18 B,United States of America
NOC

Bank of Montreal,$68.51 B,Canada
BMO

British American Tobacco,$68.21 B,United Kingdom
BTI

Parker-Hannifin,$68.19 B,United States of America
PH

Hindustan Unilever,$67.91 B,India
HINDUNILVR.NS

McKesson,$67.83 B,United States of America
MCK

The Saudi National Bank,$67.63 B,Saudi Arabia
1180.SR

Itaú Unibanco,$66.97 B,Brazil
ITUB

TransDigm,$66.72 B,United States of America
TDG

Siemens Healthineers,$65.97 B,Germany
SHL.DE

Postal Savings Bank of China,$65.76 B,China
601658.SS

Santander,$65.65 B,Spain
SAN

Enel,$65.50 B,Italy
ENEL.MI

ADNOC Gas,$65.40 B,United Arab Emirates
ADNOCGAS.AE

Nintendo,$65.37 B,Japan
7974.T

EOG Resources,$65.23 B,United States of America
EOG

DBS Group,$65.10 B,Singapore
D05.SI

Meituan,$64.94 B,China
3690.HK

Sberbank,$64.81 B,Russia
SBER.ME

Mitsui Bussan,$64.66 B,Japan
8031.T

Brookfield Corporation,$64.52 B,Canada
BN

Amphenol,$64.46 B,United States of America
APH

U.S. Bancorp,$64.44 B,United States of America
USB

Nongfu Spring,$64.25 B,China
9633.HK

Cintas,$64.17 B,United States of America
CTAS

Itōchū Shōji,$64.08 B,Japan
8001.T

Trane Technologies,$63.99 B,Ireland
TT

KDDI,$63.94 B,Japan
9433.T

Dell,$63.81 B,United States of America
DELL

SABIC,$63.54 B,Saudi Arabia
2010.SR

Southern Copper,$63.41 B,United States of America
SCCO

PayPal,$63.40 B,United States of America
PYPL

Ecolab,$63.39 B,United States of America
ECL

Apollo Global Management,$63.36 B,United States of America
APO

Phillips 66,$62.93 B,United States of America
PSX

Rosneft,$62.83 B,Russia
ROSN.ME

Daiichi Sankyō,$62.66 B,Japan
4568.T

Aon,$62.52 B,United Kingdom
AON

O'Reilly Automotive,$62.50 B,United States of America
ORLY

Munich RE (Münchener Rück),$62.40 B,Germany
MUV2.DE

Marathon Petroleum,$62.39 B,United States of America
MPC

ITC,$61.98 B,India
ITC.NS

Chugai Pharmaceutical,$61.77 B,Japan
4519.T

Dassault Systèmes,$61.58 B,France
DSY.PA

NXP Semiconductors,$61.56 B,Netherlands
NXPI

Alimentation Couche-Tard,$61.55 B,Canada
ATD.TO

Recruit,$61.06 B,Japan
6098.T

FedEx,$60.83 B,United States of America
FDX

London Stock Exchange,$60.61 B,United Kingdom
LSEG.L

Emerson,$60.54 B,United States of America
EMR

Enterprise Products,$60.11 B,United States of America
EPD

America Movil,$59.89 B,Mexico
AMX

Banco Bilbao Vizcaya Argentaria,$59.76 B,Spain
BBVA

Westpac Banking,$59.67 B,Australia
WBC.AX

Roper Technologies,$59.48 B,United States of America
ROP

Bank Rakyat Indonesia,$59.24 B,Indonesia
BBRI.JK

Glencore,$59.01 B,Switzerland
GLCNF

Constellation Software,$58.88 B,Canada
CSU.TO

Bank of Communications,$58.80 B,China
601328.SS

Oriental Land,$58.47 B,Japan
4661.T

Marvell Technology Group,$58.42 B,United States of America
MRVL

Norfolk Southern,$58.27 B,United States of America
NSC

Republic Services,$58.20 B,United States of America
RSG

Honda,$58.17 B,Japan
HMC

PNC Financial Services,$58.12 B,United States of America
PNC

Intesa Sanpaolo,$58.08 B,Italy
ISP.MI

Paccar,$58.03 B,United States of America
PCAR

lululemon athletica,$57.78 B,Canada
LULU

Scotiabank,$57.77 B,Canada
BNS

Vale,$57.70 B,Brazil
VALE

Midea,$57.68 B,China
000333.SZ

Monster Beverage,$57.52 B,United States of America
MNST

Fortescue,$57.02 B,Australia
FMG.AX

Tokio Marine,$56.50 B,Japan
8766.T

Kering,$56.48 B,France
KER.PA

Simon Property Group,$56.35 B,United States of America
SPG

Larsen & Toubro,$56.21 B,India
LT.NS

DHL Group (Deutsche Post),$56.05 B,Germany
DHL.DE

Cement Roadstone Holding,$55.97 B,Ireland
CRH

UniCredit,$55.96 B,Italy
UCG.MI

Freeport-McMoRan,$55.88 B,United States of America
FCX

Saudi Telecom Company,$55.78 B,Saudi Arabia
7010.SR

ANZ Bank,$55.74 B,Australia
ANZ.AX

MediaTek,$55.44 B,Taiwan
2454.TW

Autodesk,$55.01 B,United States of America
ADSK

Motorola Solutions,$54.86 B,United States of America
MSI

HCL Technologies,$54.45 B,India
HCLTECH.NS

Heineken,$54.36 B,Netherlands
HEIA.AS

Volvo Group,$54.32 B,Sweden
VOLVF

Pioneer Natural Resources,$54.31 B,United States of America
PXD

Denso,$53.78 B,Japan
6902.T

Estee Lauder,$53.76 B,United States of America
EL

Welltower,$53.13 B,United States of America
WELL

Arthur J. Gallagher & Co.,$53.11 B,United States of America
AJG

Universal Music Group,$53.09 B,Netherlands
UMG.AS

Atlassian,$53.03 B,Australia
TEAM

Occidental Petroleum,$52.78 B,United States of America
OXY

Edwards Lifesciences,$52.75 B,United States of America
EW

Reckitt Benckiser,$52.55 B,United Kingdom
RKT.L

Fortinet,$51.94 B,United States of America
FTNT

Air Products and Chemicals,$51.74 B,United States of America
APD

Hilton Worldwide,$51.57 B,United States of America
HLT

Capital One,$51.55 B,United States of America
COF

Lukoil,$51.29 B,Russia
LKOH.ME

3M,$51.16 B,United States of America
MMM

Palantir,$50.82 B,United States of America
PLTR

The Travelers Companies,$50.62 B,United States of America
TRV

Spotify,$50.48 B,Sweden
SPOT

Public Storage,$50.17 B,United States of America
PSA

Foxconn Industrial Internet,$50.16 B,China
601138.SS

Energy Transfer Partners,$50.14 B,United States of America
ET

MetLife,$50.12 B,United States of America
MET

Bajaj Finance,$50.02 B,India
BAJFINANCE.NS

ACWA POWER Company,$49.85 B,Saudi Arabia
2082.SR

Ross Stores,$49.83 B,United States of America
ROST

ENI,$49.59 B,Italy
E

National Grid,$49.57 B,United Kingdom
NGG

Maaden,$49.54 B,Saudi Arabia
1211.SR

Copart,$49.33 B,United States of America
CPRT

Adyen,$49.30 B,Netherlands
ADYEN.AS

DoorDash,$49.19 B,United States of America
DASH

Mindray,$48.90 B,China
300760.SZ

Macquarie,$48.82 B,Australia
MQG.AX

Carrier,$48.69 B,United States of America
CARR

Industrial Bank,$48.68 B,China
601166.SS

Nu Holdings,$48.59 B,Brazil
NU

American International Group,$48.56 B,United States of America
AIG

D. R. Horton,$48.47 B,United States of America
DHI

Zijin Mining,$48.47 B,China
601899.SS

Block,$48.46 B,United States of America
SQ

Wesfarmers,$48.41 B,Australia
WES.AX

Ford,$48.23 B,United States of America
F

Valero Energy,$48.20 B,United States of America
VLO

Supermicro,$48.10 B,United States of America
SMCI

Old Dominion Freight Line,$48.03 B,United States of America
ODFL

BAE Systems,$47.98 B,United Kingdom
BA.L

IDEXX Laboratories,$47.86 B,United States of America
IDXX

AutoZone,$47.66 B,United States of America
AZO

Cencora,$47.65 B,United States of America
COR

W. W. Grainger,$47.59 B,United States of America
GWW

Compass Group,$47.17 B,United Kingdom
CPG.L

Crown Castle,$47.13 B,United States of America
CCI

Sika,$47.11 B,Switzerland
SIKA.SW

Truist Financial,$47.00 B,United States of America
TFC

Mizuho Financial Group,$46.89 B,Japan
MFG

Infineon,$46.71 B,Germany
IFX.DE

Nucor,$46.70 B,United States of America
NUE

Japan Tobacco,$46.66 B,Japan
2914.T

Aflac,$46.51 B,United States of America
AFL

Takeda Pharmaceutical,$46.20 B,Japan
TAK

Hess,$45.80 B,United States of America
HES

General Motors,$45.75 B,United States of America
GM

Realty Income,$45.58 B,United States of America
O

ING,$45.37 B,Netherlands
ING

Sempra Energy,$45.29 B,United States of America
SRE

Sun Pharmaceutical,$45.21 B,India
SUNPHARMA.NS

Foxconn (Hon Hai Precision Industry),$45.21 B,Taiwan
2317.TW

Constellation Brands,$45.19 B,United States of America
STZ

Adani Enterprises,$45.04 B,India
ADANIENT.NS

BASF,$45.02 B,Germany
BAS.DE

MSCI,$45.00 B,United States of America
MSCI

Holcim Group,$44.93 B,Switzerland
HOLN.SW

IQVIA,$44.87 B,United States of America
IQV

Alpha Dhabi,$44.87 B,United Arab Emirates
ALPHADHABI.AE

Hikvision,$44.85 B,China
002415.SZ

Paychex,$44.84 B,United States of America
PAYX

DexCom,$44.81 B,United States of America
DXCM

Microchip Technology,$44.76 B,United States of America
MCHP

OCBC Bank,$44.74 B,Singapore
O39.SI

Interactive Brokers,$44.48 B,United States of America
IBKR

Pacific Gas and Electric,$44.47 B,United States of America
PCG

United Rentals,$44.22 B,United States of America
URI

TE Connectivity,$44.19 B,Switzerland
TEL

Hoya,$44.08 B,Japan
7741.T

Manulife Financial,$43.88 B,Canada
MFC

Waste Connections,$43.84 B,United States of America
WCN

Digital Realty,$43.84 B,United States of America
DLR

Hyundai,$43.78 B,South Korea
HYMTF

Humana,$43.78 B,United States of America
HUM

Maruti Suzuki India,$43.78 B,India
MARUTI.NS

Kraft Heinz,$43.73 B,United States of America
KHC

CIBC,$43.72 B,Canada
CM

Emirates Telecom (Etisalat Group),$43.71 B,United Arab Emirates
EAND.AE

Suncor Energy,$43.65 B,Canada
SU

Samsung Biologics,$43.53 B,South Korea
207940.KS

Xiaomi,$43.51 B,China
XIACF

Charter Communications,$43.48 B,United States of America
CHTR

American Electric Power,$43.35 B,United States of America
AEP

Lennar,$43.18 B,United States of America
LEN

Pernod Ricard,$43.15 B,France
RI.PA

Centene,$42.90 B,United States of America
CNC

Novatek,$42.81 B,Russia
NVTK.ME

Constellation Energy,$42.79 B,United States of America
CEG

Naqi Water Company,$42.73 B,Saudi Arabia
2282.SR

Datadog,$42.55 B,United States of America
DDOG

Fomento Económico Mexicano,$42.52 B,Mexico
FMX

Williams Companies,$42.51 B,United States of America
WMB

Oneok,$42.50 B,United States of America
OKE

Nordea Bank,$42.35 B,Finland
NDA-FI.HE

Bank of New York Mellon,$42.24 B,United States of America
BK

Danone,$42.22 B,France
BN.PA

Banco Santander Brasil,$42.22 B,Brazil
BSBR

Keurig Dr Pepper,$42.21 B,United States of America
KDP

Bank Mandiri,$42.20 B,Indonesia
BMRI.JK

Ferguson,$42.10 B,United Kingdom
FERG

Allstate,$41.86 B,United States of America
ALL

Bayan Resources,$41.66 B,Indonesia
BYAN.JK

CITIC Securities,$41.60 B,China
600030.SS

First Abu Dhabi Bank,$41.50 B,United Arab Emirates
FAB.AE

Daikin,$41.45 B,Japan
6367.T

Tata Motors,$41.40 B,India
TATAMOTORS.NS

Kotak Mahindra Bank,$41.36 B,India
KOTAKBANK.NS

Oil & Natural Gas,$41.35 B,India
ONGC.NS

Fastenal,$41.30 B,United States of America
FAST

Las Vegas Sands,$41.26 B,United States of America
LVS

TC Energy,$41.25 B,Canada
TRP

Ametek,$41.12 B,United States of America
AME

Crédit Agricole,$41.09 B,France
ACA.PA

Hong Kong Exchanges & Clearing,$41.02 B,Hong Kong
0388.HK

Kaspi.kz Joint Stock Company,$41.01 B,Kazakhstan
KKS.F

Kimberly-Clark,$40.97 B,United States of America
KMB

Axis Bank,$40.87 B,India
AXISBANK.BO

Ameriprise Financial,$40.79 B,United States of America
AMP

L3Harris Technologies,$40.76 B,United States of America
LHX

Capgemini,$40.75 B,France
CAP.PA

Ambev,$40.73 B,Brazil
ABEV

GE HealthCare Technologies,$40.55 B,United States of America
GEHC

Ares Management,$40.52 B,United States of America
ARES

Kuwait Finance House,$40.36 B,Kuwait
KFH.KW

STMicroelectronics,$40.34 B,Switzerland
STM

Sysco,$40.23 B,United States of America
SYY

Coinbase,$40.21 B,United States of America
COIN

Dominion Energy,$40.04 B,United States of America
D

Johnson Controls,$39.82 B,Ireland
JCI

The Trade Desk,$39.81 B,United States of America
TTD

Experian,$39.76 B,Ireland
EXPGF

Cognizant Technology Solutions,$39.73 B,United States of America
CTSH

MPLX,$39.71 B,United States of America
MPLX

Givaudan,$39.69 B,Switzerland
GIVN.SW

Dow,$39.60 B,United States of America
DOW

Titan Company,$39.56 B,India
TITAN.NS

NTPC Limited,$39.53 B,India
NTPC.NS

The Hershey Company,$39.53 B,United States of America
HSY

CITIC Bank,$39.52 B,China
601998.SS

Gazprom,$39.46 B,Russia
GAZP.ME

Alcon,$39.37 B,Switzerland
ALC

Kühne + Nagel,$39.08 B,Switzerland
KNIN.SW

Lonza,$39.08 B,Switzerland
LONN.SW

Baidu,$38.93 B,China
BIDU

Grupo México,$38.92 B,Mexico
GMBXF
